[2024-08-16T04:54:46.699+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-08-16T04:54:46.781+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: streaming_data.send_data manual__2024-08-16T04:54:32.107731+00:00 [queued]>
[2024-08-16T04:54:46.801+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: streaming_data.send_data manual__2024-08-16T04:54:32.107731+00:00 [queued]>
[2024-08-16T04:54:46.803+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2024-08-16T04:54:49.711+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.712+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.713+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.714+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.715+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.716+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.717+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.718+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.718+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.719+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.720+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.721+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.721+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.723+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.724+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.724+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.725+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.725+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.726+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.727+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.728+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.728+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.729+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.730+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.731+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.732+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.733+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.733+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.734+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.735+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.735+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.736+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.736+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.737+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.737+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.738+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.738+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.739+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.740+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.740+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.741+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.742+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.743+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.744+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.745+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.746+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.748+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.749+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.750+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.751+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.752+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.752+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.753+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.754+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.755+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.756+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.757+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.757+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.758+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.758+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.760+0000] {python.py:237} INFO - Done. Returned value was: None
[2024-08-16T04:54:49.760+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2024-08-16T04:54:49.784+0000] {taskinstance.py:1206} INFO - Marking task as SUCCESS. dag_id=streaming_data, task_id=send_data, run_id=manual__2024-08-16T04:54:32.107731+00:00, execution_date=20240816T045432, start_date=20240816T045446, end_date=20240816T045449
[2024-08-16T04:54:49.831+0000] {local_task_job_runner.py:243} INFO - Task exited with return code 0
[2024-08-16T04:54:49.884+0000] {taskinstance.py:3503} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2024-08-16T04:54:49.889+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
